2025-12-26 12:23:11 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 14:51:10 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 14:51:10 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 14:51:10 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 14:51:45 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 14:53:57 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 14:53:58 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 14:53:58 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 14:54:28 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 14:54:28 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 14:54:28 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 14:54:53 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 14:56:23 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 14:56:23 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 14:56:23 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 14:56:45 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 14:57:28 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 14:57:28 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 14:57:28 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 14:57:52 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 14:58:19 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 14:58:19 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 14:58:19 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 14:58:49 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 14:59:29 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 14:59:30 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 14:59:30 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:00:20 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:00:59 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:00:59 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:00:59 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:01:14 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:02:00 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:02:01 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:02:01 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:02:31 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:03:08 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:03:08 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:03:08 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:03:37 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:04:00 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:04:01 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:04:01 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:04:13 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:04:26 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:04:26 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:04:26 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:04:48 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:05:16 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:05:16 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:05:16 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:05:35 UTC | INFO     | server | Auto-calculated price $-1.33 for 1-leg Limit order
2025-12-26 15:05:44 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:06:01 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:06:02 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:06:02 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:06:14 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:07:16 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:07:17 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:07:17 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:07:27 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:07:52 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:07:53 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:07:53 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:08:04 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:08:22 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:08:23 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:08:23 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:08:32 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:08:59 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:09:00 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:09:00 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:09:09 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:09:35 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:09:35 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:09:35 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:09:48 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:11:24 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:11:25 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:11:25 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:11:35 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:11:55 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:11:56 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:11:56 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:12:11 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:12:50 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:12:51 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:12:51 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:13:01 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:13:24 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:13:24 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:13:24 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:13:37 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:14:07 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:14:08 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:14:08 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:14:20 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:14:35 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:14:35 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:14:35 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:14:46 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:15:21 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:15:21 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:15:21 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:15:38 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:15:58 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:15:59 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:15:59 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:16:10 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:16:25 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:16:26 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:16:26 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:16:36 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:17:34 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:17:35 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:17:35 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:17:46 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:18:49 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:18:50 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:18:50 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:19:58 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:21:14 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:21:15 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:21:15 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:22:23 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:22:54 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:22:54 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:22:54 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:24:00 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:24:58 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:24:58 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:24:58 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:25:18 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:26:31 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:26:32 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:26:32 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:26:56 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:27:30 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:27:31 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:27:31 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:27:43 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:28:13 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:28:13 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:28:13 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:28:25 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:29:00 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:29:00 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:29:00 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:29:37 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:30:14 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:30:15 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:30:15 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:30:24 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:30:33 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:30:34 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:30:34 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:30:52 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:31:05 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:31:06 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:31:06 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:31:34 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:32:08 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:32:09 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:32:09 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:32:49 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:33:02 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:33:02 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:33:02 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:33:23 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:33:49 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:33:49 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:33:49 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:34:09 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:35:32 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:35:32 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:35:32 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:35:48 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:36:29 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:36:29 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:36:29 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:36:44 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:37:37 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:37:37 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:37:37 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:37:56 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:38:45 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:43:17 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:43:18 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:43:18 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:43:38 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:44:15 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:44:16 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:44:16 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:44:28 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:45:18 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:45:18 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:45:18 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:45:32 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:45:51 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:45:52 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:45:52 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:46:19 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:47:33 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:47:34 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:47:34 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:47:50 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:48:33 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:48:33 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:48:33 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:49:11 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:50:05 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:50:05 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:50:05 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:50:20 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:50:29 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:50:30 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:50:30 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:51:21 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:51:53 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:51:54 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:51:54 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:52:53 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:52:58 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:52:58 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:52:58 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:53:11 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:53:23 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:53:23 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:53:23 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:53:42 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:56:42 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:56:42 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:56:42 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:57:05 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:58:00 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:58:23 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:58:24 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:58:24 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:58:39 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 15:59:19 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 15:59:19 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 15:59:19 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 15:59:34 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 16:00:05 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 16:00:05 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 16:00:05 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 16:00:16 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 16:01:00 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 16:01:00 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 16:01:00 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 16:01:13 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 16:02:35 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 16:02:36 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 16:02:36 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 16:02:48 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 16:04:12 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 16:04:13 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 16:04:13 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 16:04:25 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 16:04:45 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 16:04:45 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 16:04:45 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 16:04:56 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 16:05:29 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 16:05:29 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 16:05:29 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 16:05:50 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 16:07:13 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 16:07:13 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 16:07:13 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 16:07:24 UTC | INFO     | server | Session keep-alive task cancelled
2025-12-26 16:13:00 UTC | INFO     | server | Logger initialized for server - Logging to /app/Logs/server_2025-12-26.log
2025-12-26 16:13:00 UTC | INFO     | server | Successfully authenticated with Tastytrade. Found 1 account(s).
2025-12-26 16:13:00 UTC | INFO     | server | Using specified account: 5WI12958
2025-12-26 16:13:13 UTC | INFO     | server | Session keep-alive task cancelled
